Fanpage,Page_Id,Post_Id,Message,Type,Date,Reactions,Likes,Comments,Shares,Fans,Page,ER
European Commission,157981564,1640675528905457664,RT @TimmermansEU: With @EUCouncil’s final vote today the EU has taken an important step towards zero-emission mobility. The direction is…,status,2023-03-28 14:21:43 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1640673951125757954,"Despite the difficult conditions they face, we continue to support ???? emergency services in their work to save lives . Yesterday, together with @WHO, we delivered 33 ambulances to Ukraine. We will continue to #StandWithUkraine for as long as it takes. https://t.co/uqWdnCUMu2",status,2023-03-28 14:15:26 UTC,220,124,4,46,1800000,Twitter,0.012222222
European Commission,157981564,1640653145603821568,"How competitive is your region? Find out in the Regional Competitiveness Index interactive tool. The revised index will allow us to draw better policies, which can provide attractive and sustainable living conditions for citizens in Europe’s regions. ↓",status,2023-03-28 12:52:46 UTC,267,129,13,79,1800000,Twitter,0.014833333
European Commission,157981564,1640640483171901440,RT @VDombrovskis: BREAKTHROUGH: @Europarl_EN &amp; @sweden2023eu have agreed on key issues on the much-needed EU Anti-Coercion Instrument. T…,status,2023-03-28 12:02:27 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1640620777962610688,"We want every driver to be certain that they can travel in confidence throughout Europe. Today, we welcome the agreement between the @Europarl_EN and the @EUCouncil to boost the number of publicly accessible electric recharging and hydrogen refuelling stations. #EUGreenDeal",status,2023-03-28 10:44:09 UTC,307,182,14,71,1800000,Twitter,0.017055556
European Commission,157981564,1640602118774980612,Next stop: Europe! There's only one day left to apply for a free #DiscoverEU travel pass. Wondering what a DiscoverEU experience looks like? ?? Here are 10 stories of young people discovering more of Europe and themselves.,status,2023-03-28 09:30:00 UTC,252,158,6,53,1800000,Twitter,0.014
European Commission,157981564,1640370855900217351,??It's #DayOfEuropeanAuthors. We're curious: How many books do you typically read in a month? #ReadWithEurope,status,2023-03-27 18:11:03 UTC,98,48,4,17,1800000,Twitter,0.005444444
European Commission,157981564,1640362793445539841,RT @DanaSpinant: ?? This week on President @vonderleyen's agenda Wednesday 29/03 • meets with President of Kenya @WilliamsRuto • EP plena…,status,2023-03-27 17:39:01 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1640345878127951875,More info ↓ 2023 Consumer Conditions Scoreboard ??https://t.co/Gyed8RBdvs,status,2023-03-27 16:31:48 UTC,63,38,0,17,1800000,Twitter,0.0035
European Commission,157981564,1640345669327110144,% of people that changed habits at home to save on energy ↓ ???? 86 ???? 82.2 ???? 77.2 ???? 76.3 ???? 75.9 ???? 73.7 ???? 73 ???? 72.7 ???? 72.5 ???? 72.2 ???? 71.3 ???? 71.2 ???? 70.7 ???? 69.8 ???? 69.7 ???? 69.7 ???? 69.6 ???? 69.3 ???? 67.6 ???? 64.6 ???? 63.5 ???? 62.9 ???? 62.6 ???? 56.8 ???? 56.1 ???? 55.9 ???? 53 ???? 49.3,status,2023-03-27 16:30:58 UTC,1594,1109,84,252,1800000,Twitter,0.088555556
European Commission,157981564,1640330325912846337,"Europe currently depends on imports for many net-zero technologies, such as solar panels and batteries. We proposed the Net-Zero Industry Act to create the right conditions to increase domestic production and power Europe's green transition. Learn more with our #EUDataCrunch ↓",status,2023-03-27 15:30:00 UTC,144,79,4,44,1800000,Twitter,0.008
European Commission,157981564,1640323214965460995,"We are investing in a greener, more sustainable Europe: → €28 million for the Growth Blue I fund in Portugal ????. → €150 million in InvestEU guarantees for projects by @EBRD to support green mobility and energy in ????????????????????????????????????????????????. #InvestEU Learn more ↓",status,2023-03-27 15:01:44 UTC,180,112,2,40,1800000,Twitter,0.01
European Commission,157981564,1640306659774832641,We've adopted a package of infringement decisions due to the absence of communication by EU countries of measures taken to transpose EU directives into national law. There are 25 EU countries who have not yet notified full transposition measures for six EU directives.,status,2023-03-27 13:55:57 UTC,226,130,4,47,1800000,Twitter,0.012555556
European Commission,157981564,1640268334334726146,We will: ?? hold a conference to take all measures needed to establish their whereabouts. ??assist UN bodies and international organisations in gathering information on deported children. These children must return to their homes. #StandWithUkraine https://t.co/f29l2Lnjcw,status,2023-03-27 11:23:40 UTC,318,222,6,64,1800000,Twitter,0.017666667
European Commission,157981564,1640267783404486657,"16,200 Ukrainian children are known to have been deported by Russia. Only 300 have returned so far.  Their abduction and change of status – including nationality – are war crimes.  With ???? and ????, we are stepping up efforts to help find them. ↓ #StandWithUkraine https://t.co/cju2VkxeAM",status,2023-03-27 11:21:28 UTC,2785,1649,59,771,1800000,Twitter,0.154722222
European Commission,157981564,1640253038152622080,Keep your friends close and your books even closer. Today we celebrate for the first time the Day of European Authors! Join us and discover the EU diversity in literature by sharing an image of a book by your favourite European author. #ReadWithEurope @europe_creative,status,2023-03-27 10:22:53 UTC,297,188,14,66,1800000,Twitter,0.0165
European Commission,157981564,1640006693919551489,Braga ???? has won the European Mobility Week 2022 Award for its outstanding activities in favour of green mobility. Metropolia GZM ???? has won the MOBILITYACTION Award for innovative mobility solutions proposed by a local university. Congratulations to all finalists and winners!,status,2023-03-26 18:04:00 UTC,259,166,5,51,1800000,Twitter,0.014388889
European Commission,157981564,1639960640071798793,"This week we disbursed €1.5 billion of the Macro-Financial Assistance package to Ukraine. Our support helps the country on reforms, governance and financial stability and puts Ukraine on its EU path. We will #StandWithUkraine for as long as it takes.",status,2023-03-26 15:01:00 UTC,831,450,22,133,1800000,Twitter,0.046166667
European Commission,157981564,1639922639430115328,"From ensuring a fair and open Single Market to support Ukraine and exploring new opportunities in trade EU-US, EU leaders had a full agenda at #EUCO this week. Key outcomes include prioritising the Green Deal Industrial Plan, addressing trade issues and tackling climate change.",status,2023-03-26 12:30:00 UTC,449,226,7,73,1800000,Twitter,0.024944444
European Commission,157981564,1639885142507536385,Today is #PurpleDay ??1 in 100 people have epilepsy making it one of the most common neurological diseases globally. With 50 specialist hospitals in 24 European countries our EU network @EpiCARE_ERN shares knowledge and helps finding the best therapy for patients. #EUprotects https://t.co/9JNS2vuPDP,status,2023-03-26 10:01:00 UTC,275,172,7,65,1800000,Twitter,0.015277778
European Commission,157981564,1639717848552439812,"The lights are off tonight at our headquarters, in support of #EarthHour. Every year, the world's largest environmental movement @earthhour reminds us that small actions can make a great difference for our planet. Turn your lights off and join us! #EUGreenDeal https://t.co/Mgp3wyjD57",status,2023-03-25 21:56:14 UTC,623,367,19,117,1800000,Twitter,0.034611111
European Commission,157981564,1639613604067672065,"Reduce, reuse, recycle... repair! This week we proposed a ‘right to repair’ initiative. By promoting repairs both within and beyond the legal guarantee, it will: ?? reduce waste, ?? boost the repair sector, and ?? make repairs easier and cheaper for consumers #EUGreenDeal",status,2023-03-25 15:02:00 UTC,415,271,9,96,1800000,Twitter,0.023055556
European Commission,157981564,1639583152854417409,"Our commitment to those in need is unwavering. Team Europe pledged €3.6B for the people in Türkiye and Syria at the International Donors' Conference. With contributions from the international community, we have raised an impressive €7B. #TogetherForTürkiye #TogetherForSyria https://t.co/E1gAtN9ZkC",status,2023-03-25 13:01:00 UTC,302,186,4,56,1800000,Twitter,0.016777778
European Commission,157981564,1639568556739244032,There are 230 different ecolabels on the EU market and many are misleading. Our new proposal will protect ???? consumers from greenwashing by providing reliable and verifiable environmental information on products ?? https://t.co/6jLSG9LsZ5 #EUGreenDeal https://t.co/DXPmPWZwXJ,status,2023-03-25 12:03:00 UTC,288,173,3,65,1800000,Twitter,0.016
European Commission,157981564,1639554133215662081,RT @TimmermansEU: We have found an agreement with Germany on the future use of efuels in cars. We will work now on getting the CO2-standa…,status,2023-03-25 11:05:41 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1639537602671038466,People in Türkiye and Syria have our support. A total of €7 billion was pledged on 20 March at the International Donors' Conference for the people in Türkiye and Syria. Our #EUDataCrunch breaks down the pledges ↓ #TogetherForTürkiye #TogetherForSyria,status,2023-03-25 10:00:00 UTC,168,90,2,46,1800000,Twitter,0.009333333
European Commission,157981564,1639299261656334343,"The spirit of the Conference on the Future of Europe lives on. This weekend, the Learning Mobility Citizens’ panel will gather to discuss how to open up study, learning and training mobility opportunities to more people. Their proposals will help shape our policies. Tune in ⬇",status,2023-03-24 18:12:55 UTC,225,113,5,45,1800000,Twitter,0.0125
European Commission,157981564,1639261522135248897,Today we are opening a new chapter in EU-UK relations. The EU-UK Joint Committee adopted a decision laying down the arrangements relating to the Windsor Framework. The full implementation of the Windsor Framework for Northern Ireland's prosperity is now our joint priority.,status,2023-03-24 15:42:57 UTC,282,191,3,59,1800000,Twitter,0.015666667
European Commission,157981564,1639257262416965633,"""We've tabled the relevant concrete legal proposals — Net-Zero Industry Act and Critical Raw Materials Act. The proposals are in line with the EU leaders' conclusions. It is now up to the @Europarl_EN and @EUCouncil to find a rapid agreement."" — President @vonderleyen #EUCO https://t.co/oriiqYmJCD",status,2023-03-24 15:26:01 UTC,552,259,12,70,1800000,Twitter,0.030666667
European Commission,157981564,1639218258493489154,"We are making Russia pay. To this day, we have imposed 10 rounds of heavy sanctions against Russia, including: ?? listing individuals complicit in human rights violations ?? freezing assets of oligarchs and companies ?? ban on critical tech exports #StandWithUkraine https://t.co/xLtc06V8az",status,2023-03-24 12:51:02 UTC,145,81,1,31,1800000,Twitter,0.008055556
European Commission,157981564,1639217310522044418,We won’t be swayed by the false narratives and lies used by Russia as an instrument of its war of aggression against Ukraine. We #StandWithUkraine in its fight for truth and justice. #EUvsDisinfo → https://t.co/iYWG7qzlxJ https://t.co/fCdT0Jm1Tx,status,2023-03-24 12:47:16 UTC,183,96,5,43,1800000,Twitter,0.010166667
European Commission,157981564,1639216352757170176,We stand united for justice for Ukraine ⚖️ The setup of the future International Centre for the Prosecution of the Crime of Aggression within @Eurojust is another crucial step to prosecute Russia’s crimes in Ukraine. #StandWithUkraine → https://t.co/GLWS6aYAWc https://t.co/a54pzVQ6XC,status,2023-03-24 12:43:28 UTC,95,65,1,17,1800000,Twitter,0.005277778
European Commission,157981564,1639215775872417793,"Russia must be held accountable in courts: ??14 EU countries have already opened national investigations for international crimes in ???? ??6 EU countries are part of the Joint Investigation Team supported by @Eurojust, together with Ukraine and @IntlCrimCour #StandWithUkraine https://t.co/d7uUhnvhj9",status,2023-03-24 12:41:10 UTC,91,62,1,19,1800000,Twitter,0.005055556
European Commission,157981564,1639215244948938752,Russian war crimes in Ukraine will not go unpunished. We support investigations by: → €10 m for the @IntlCrimCourt → a strengthened @Eurojust mandate → a Joint Investigation Team → the International Centre for the Prosecution of the Crime of Aggression #StandWithUkraine https://t.co/qFDDCj9fyQ,status,2023-03-24 12:39:04 UTC,78,49,0,21,1800000,Twitter,0.004333333
European Commission,157981564,1639214126823088129,"16,200 children have been abducted by Russia. This war crime completely justifies the arrest warrants issued against Putin by the @IntlCrimCourt. Together with Poland we will organise a conference to launch an initiative aiming at bringing back these children #StandWithUkraine https://t.co/AehE3TItAh",status,2023-03-24 12:34:37 UTC,102,62,0,28,1800000,Twitter,0.005666667
European Commission,157981564,1639213460717449216,Truth will prevail. Justice will be served. On the International Day for the Right to the Truth concerning Gross Human Rights Violations and for the Dignity of Victims we take stock of our actions to ensure that Russia pays for its crimes ↓ #StandWithUkraine #RightToTruth https://t.co/wQhPQK2Pdy,status,2023-03-24 12:31:58 UTC,656,340,17,118,1800000,Twitter,0.036444444
European Commission,157981564,1639164393127649283,"""We know that 16,200 children have been abducted by Russia. This is a war crime. A horrible reminder of the darkest times in our history. Together with ???? PM @MorawieckiM, we will launch an initiative aimed at bringing them back."" — President @vonderleyen #StandWithUkraine https://t.co/aTt9cNXjBO",status,2023-03-24 09:17:00 UTC,3491,2135,75,807,1800000,Twitter,0.193944444
European Commission,UCMPaviJxybo1RTdzvYcU91A,j6GLbXUOUMg,Midday press briefing of 20/04/2023,video,2023-04-20 15:02:35 UTC,8,8,0,,124000,Youtube,0.006451613
European Commission,UCMPaviJxybo1RTdzvYcU91A,Zbqm_aWCMTU,"People Saving Energy – Florian, Germany",video,2023-04-20 10:13:23 UTC,5,5,0,,124000,Youtube,0.004032258
European Commission,UCMPaviJxybo1RTdzvYcU91A,flstWJmzmL0,"People Saving Energy – Gerrit-Jan, The Netherlands",video,2023-04-20 10:10:37 UTC,18,18,0,,124000,Youtube,0.014516129
European Commission,UCMPaviJxybo1RTdzvYcU91A,xWr3mVn_y_0,"""Agreement 25"" conference in Northern Ireland - Keynote address by President Ursula von der Leyen",video,2023-04-19 17:18:40 UTC,58,58,0,,124000,Youtube,0.046774194
European Commission,UCMPaviJxybo1RTdzvYcU91A,4heVX0i6BLM,Midday press briefing of 19/04/2023,video,2023-04-19 16:18:07 UTC,17,17,0,,124000,Youtube,0.013709677
European Commission,UCMPaviJxybo1RTdzvYcU91A,qCITk2VoHfw,"#EPlenary - The need for a coherent strategy for EU-China Relations, with President von der Leyen",video,2023-04-18 10:55:54 UTC,177,177,0,,124000,Youtube,0.142741935
European Commission,UCMPaviJxybo1RTdzvYcU91A,9UN1cQj3uDU,Agenda of the College meeting of Commissioners of 18/04/2023,video,2023-04-18 09:26:42 UTC,15,15,0,,124000,Youtube,0.012096774
European Commission,UCMPaviJxybo1RTdzvYcU91A,d-p4r3eJOBU,Midday press briefing of 17/04/2023,video,2023-04-17 16:05:28 UTC,22,22,0,,124000,Youtube,0.017741935
European Commission,UCMPaviJxybo1RTdzvYcU91A,jxSExudJYeg,Midday press briefing of 14/04/2023,video,2023-04-14 15:17:42 UTC,21,21,0,,124000,Youtube,0.016935484
European Commission,UCMPaviJxybo1RTdzvYcU91A,OFpq8bk-vPE,Midday press briefing of 13/04/2023,video,2023-04-13 19:23:57 UTC,16,16,0,,124000,Youtube,0.012903226
European Commission,UCMPaviJxybo1RTdzvYcU91A,OBlsvKvRuTE,Midday press briefing of 12/04/2023,video,2023-04-12 14:26:12 UTC,12,12,0,,124000,Youtube,0.009677419
European Commission,UCMPaviJxybo1RTdzvYcU91A,GkWsqfJN3Iw,Midday press briefing of 11/04/2023,video,2023-04-12 12:56:10 UTC,16,16,0,,124000,Youtube,0.012903226
European Commission,UCMPaviJxybo1RTdzvYcU91A,DBNze4xHC1o,Brussels Economic Forum 2023 - teaser,video,2023-04-11 17:24:42 UTC,16,16,0,,124000,Youtube,0.012903226
European Commission,UCMPaviJxybo1RTdzvYcU91A,xQoJbk2D2WY,Press conference by President von der Leyen in China,video,2023-04-06 16:23:03 UTC,513,513,0,,124000,Youtube,0.413709677
European Commission,UCMPaviJxybo1RTdzvYcU91A,qNyKIW2RWrk,Brussels Economic Forum 2023 – teaser video,video,2023-04-06 16:10:05 UTC,8,8,0,,124000,Youtube,0.006451613
European Commission,UCMPaviJxybo1RTdzvYcU91A,5uk5eazJyeo,"President von der Leyen meets with LI Qiang, Chinese Prime Minister: welcome and opening remarks",video,2023-04-06 10:48:31 UTC,1437,1437,0,,124000,Youtube,1.158870968
European Commission,UCMPaviJxybo1RTdzvYcU91A,1Ts78M3BD3I,Midday press briefing of 05/04/2023,video,2023-04-05 15:54:46 UTC,13,13,0,,124000,Youtube,0.010483871
European Commission,UCMPaviJxybo1RTdzvYcU91A,cMI1lOzAEdk,Midday press briefing of 04/04/2023,video,2023-04-04 13:38:45 UTC,11,11,0,,124000,Youtube,0.008870968
European Commission,UCMPaviJxybo1RTdzvYcU91A,ojFIeN6-eCE,"How can European heritage be preserved with castor oil? – Make the connection, with EU-science",video,2023-04-03 17:01:53 UTC,21,21,0,,124000,Youtube,0.016935484
European Commission,UCMPaviJxybo1RTdzvYcU91A,ckNZv9DPdh4,Global Navigation Satellite System - JRC-ESA summer school,video,2023-04-03 16:57:42 UTC,12,12,0,,124000,Youtube,0.009677419
European Commission,UCMPaviJxybo1RTdzvYcU91A,HiL3YzDak9s,Midday press briefing of 03/04/2023,video,2023-04-03 15:20:38 UTC,20,20,0,,124000,Youtube,0.016129032
European Commission,UCMPaviJxybo1RTdzvYcU91A,eVD4Vy9Bxws,Midday press briefing of 31/03/2023,video,2023-03-31 16:33:20 UTC,10,10,0,,124000,Youtube,0.008064516
European Commission,UCMPaviJxybo1RTdzvYcU91A,xB7ewV2eFMY,One-year anniversary of the liberation of Bucha - video message by President von der Leyen,video,2023-03-31 16:15:31 UTC,68,68,0,,124000,Youtube,0.05483871
European Commission,UCMPaviJxybo1RTdzvYcU91A,zarYTf_qyUo,Midday press briefing of 30/03/2023,video,2023-03-31 12:25:00 UTC,23,23,0,,124000,Youtube,0.018548387
European Commission,UCMPaviJxybo1RTdzvYcU91A,UQRvoRuryKQ,"PES Annual Stakeholders Conference, Empowering the Workforce: Bridging The Skills Gap",video,2023-03-31 11:24:55 UTC,7,7,0,,124000,Youtube,0.005645161
European Commission,UCMPaviJxybo1RTdzvYcU91A,jvG02YLrCzU,President von der Leyen delivers a speech on EU-China relations,video,2023-03-30 12:45:19 UTC,223,223,0,,124000,Youtube,0.17983871
European Commission,UCMPaviJxybo1RTdzvYcU91A,nkZaXBOdT_k,President Ursula von der Leyen participates via videoconference in the second Summit for Democracy,video,2023-03-30 09:56:43 UTC,65,65,0,,124000,Youtube,0.052419355
European Commission,UCMPaviJxybo1RTdzvYcU91A,Obgw6zy9fO4,C﻿onclusions of the European Council meeting of 23-24 March 2023,video,2023-03-29 17:46:12 UTC,45,45,0,,124000,Youtube,0.036290323
European Commission,UCMPaviJxybo1RTdzvYcU91A,LImLy4TGvHw,Ceremony on the 25th anniversary of the Belfast / Good Friday Agreement,video,2023-03-29 17:13:15 UTC,41,41,0,,124000,Youtube,0.033064516
European Commission,UCMPaviJxybo1RTdzvYcU91A,Tzrgyc7Ydrc,Greenwashing: how can EU science help?,video,2023-03-28 15:27:21 UTC,18,18,0,,124000,Youtube,0.014516129
European Commission,UCMPaviJxybo1RTdzvYcU91A,x70bgglHMOk,EU measures to tackle greenwashing,video,2023-03-28 15:25:27 UTC,21,21,0,,124000,Youtube,0.016935484
European Commission,UCMPaviJxybo1RTdzvYcU91A,B-M0mydZcrU,Midday press briefing of 28/03/2023,video,2023-03-28 15:11:43 UTC,14,14,0,,124000,Youtube,0.011290323
European Commission,UCMPaviJxybo1RTdzvYcU91A,TeFCr6046AI,Agenda of the College meeting of Commissioners of 29/03/2023,video,2023-03-28 10:37:26 UTC,8,8,0,,124000,Youtube,0.006451613
European Commission,UCMPaviJxybo1RTdzvYcU91A,qO1RNzissVI,Midday press briefing of 27/03/2023,video,2023-03-27 17:09:31 UTC,13,13,0,,124000,Youtube,0.010483871
European Commission,UCMPaviJxybo1RTdzvYcU91A,SK-HSmQrTYo,International Donors' Conference wrap-up,video,2023-03-25 13:30:09 UTC,19,19,0,,124000,Youtube,0.015322581
European Commission,UCMPaviJxybo1RTdzvYcU91A,JQsJ3KGXkzk,European Council 23/03 - Press conference,video,2023-03-23 23:12:27 UTC,88,88,0,,124000,Youtube,0.070967742
European Commission,1090108724,17871848942880530,"Almost 90 million people in the EU have a disability. And many of them face hurdles when travelling or moving abroad, for example. It is high time we change it. And this is why we are working to introduce the European Disability Card. Thanks to it, card holders would be able to simply travel across our Union and benefit from the same conditions, easily accessing services in all the 27 EU countries. The European Disability Card would help us strengthen our #UnionOfEquality. #EUHaveYourSay #EUDisabilityRights",IMAGE,2023-04-20 09:30:02 UTC,5000,4878,122,,795000,Instagram,0.628930818
European Commission,1090108724,17986036396974953,"25 years ago, the leaders and people of Northern Ireland decided to plant a seed in soil previously stained with blood and tears. The seed of peace and possibility for new generations, which has been growing ever since. Today President von der Leyen, has traveled to Queen's University in Belfast to pay tribute to all those who planted that seed. To all the visionary leaders who believed that while history shapes people, people can also shape history. With the Belfast/Good Friday Agreement, leaders of Northern Ireland, Ireland and the United Kingdom put an end to decades of violence. We will continue to do our part and to accompany them on the path of peace and prosperity. The future of Northern Ireland belongs to its people. ?? President ursulavonderleyen's visit to qubelfast ©️ European Union, 19 April 2023 / Source: EC - Audiovisual Service / Photographer: Dati Bendo. #GoodFridayAgreement #EuropeanUnion",CAROUSEL,2023-04-19 18:26:32 UTC,1339,1289,50,,795000,Instagram,0.168427673
European Commission,1090108724,18087308191329222,"?? + ?? = A Europe fit for the digital future! A digital Europe needs to lead not only in technology but also in education. ?? That’s why we are launching a pilot European Digital Skills Certificate to help people get their digital skills recognised across Europe! We have also adopted two new proposals for Council Recommendations on key enabling factors for digital education and on improving the provision of digital skills. The proposals will encourage EU countries to: ???? create national strategies for digital education and skills, ??️ invest in digital equipment, tools and content for educational institutions, ??‍?? support the development of digital skills in all sectors and all levels. Together, let’s empower every European with the skills they need to succeed in the digital world. #EuropeanYearOfSkills #EUDigitalEducation",IMAGE,2023-04-19 09:30:56 UTC,3705,3604,101,,795000,Instagram,0.466037736
European Commission,1090108724,17987618431969345,"In the last decades China has become an economic powerhouse and a key global player. It is now reducing its dependency on the world while increasing the world’s dependency on itself. We need to develop a new de-risking, but not decoupling approach. For this we need: ?? a more competitive, resilient economy; ?? bolder, better use of trade defence instruments; ?? addressing leakage of emerging or sensitive tech through investment controls; ?? cooperating with partners. — President Ursula von der Leyen during her speech about EU - China relations at the European Parliament in Strasbourg. ?? President ursulavonderleyen ©️ EC Audiovisual Service",IMAGE,2023-04-18 13:00:24 UTC,1790,1690,100,,795000,Instagram,0.225157233
European Commission,1090108724,18013673167573438,"Everywhere you look in the EU, there is a masterpiece! European Heritage sites are milestones in the creation of today’s Europe: they celebrate and symbolise ideals, values and integration. ?? On the International Day of Monuments and Sites, we stress the richness and diversity of our cultural and creative expressions, inherited from the past and treasured for the future. Since 2013, thanks to the European Heritage label, these sites have been selected for their symbolic value, the role they have played in European history and the activities they offer. These sites bring the European Union and its citizens closer together. Did you visit any of these places? Let us know in the comments! ?? ©️AdobeStock 1) Library of the University of Coimbra, ???? 2) Peace Palace in The Hague, ???? 3) Three brothers, complex of three colorful medieval houses in Riga, ???? 4) Frania Partisan Hospital, ???? 5) Porch of Karyatids Acropolis Hill in Athens, ???? 6) Carnuntum archeological park, ???? 7) Academy of music in Budapest, ???? 8) Ostia antica archeological area, ???? #IDMS2023 #WorldHeritageDay #EuropeanUnion",CAROUSEL,2023-04-18 09:30:50 UTC,4758,4708,50,,795000,Instagram,0.598490566
European Commission,1090108724,17931612389568564,"""Congratulations kajakallas for your new term as Estonian Prime Minister. We will continue to work together to end Russia’s war on Ukraine and secure peace on Ukrainian terms. We will drive forward our twin green and digital transition to prepare ???? for long term challenges."" — President ursulavonderleyen congratulating the Estonian Prime Minister Kaja Kallas on her election. #EuropeanUnion",IMAGE,2023-04-17 19:30:15 UTC,2528,2460,68,,795000,Instagram,0.317987421
European Commission,1090108724,18012478699579222,"Solidarity brings light in dark hours ?? 169 generators arrived last week in Ukraine from Australia, coordinated via the #rescEU energy hub in Poland. To date, the ???? has coordinated some 3,000 power generators to ???? via donations and own reserves. These generators range from smaller sizes, capable of powering single households, to much larger models that can keep vital services such as hospitals and central heating points running. We will #StandWithUkraine for as long as needed. ?? © Minderoo Foundation eu_echo #EuropeanUnion",IMAGE,2023-04-17 16:39:53 UTC,4419,4327,92,,795000,Instagram,0.555849057
European Commission,1090108724,18055596004392433,"?? EU drivers, riders, bikers, pedestrians... we’ve got something for you! Last month we proposed new rules that will make Europe’s roads safer for all users and simplify everyday life. Among others, they’ll introduce: ?? a new EU-wide digital driving licence, ❌ zero-tolerance rule on drink-driving, ?? tougher cross-border enforcement rules, But wait, there's more! We will help young and novice drivers get valuable driving experience and better prepare them for the presence of vulnerable users on the road. Fasten your seatbelt, wear your helmet and help Europe halve road fatalities and serious injuries by 2030! ?? Road in summer forest at sunset in Italy ©️ Adobe Stock / ph den-belitsky #RoadSafety #VisionZero",IMAGE,2023-04-16 15:30:17 UTC,3046,2998,48,,795000,Instagram,0.383144654
European Commission,1090108724,17969983262112012,"?? Missed your jump over the mushroom? ?? Splatted next to your target? ?? Drifted your kart outside the track? This shall happen no more! We've recently contacted Nintendo to address the recurring technical problem with defective Switch controllers, and we're happy to report that they've agreed to offer all consumers the right to repair, free of charge, even beyond the legal guarantee! This will prevent the disposal of unrepaired controllers and unnecessary waste. ?? So don't wait, jump into action and get your controllers repaired for free. Let's-a go! #EuropeanUnion #Right2Repair #Nintendo #Switch",IMAGE,2023-04-16 09:30:54 UTC,4356,4292,64,,795000,Instagram,0.547924528
European Commission,1090108724,18080921479343532,"We must protect our homes and loved ones from climate change disasters like wildfires ??, floods ??, and storms ⛈️. By pooling resources and expertise from all EU countries and beyond, the EU Civil Protection Mechanism can respond quickly and efficiently to climate-related emergencies. ?? Watch this inspiring video of Mirana R'Abel, a savethechildren's School Mobiliser Officer, and Alain Biasci, a French Civil Security Officer, as they implement an EU-funded disaster risk reduction programme in Madagascar. They are a real example of how working together can prevent and prepare for climate-related emergencies. It’s only by collaboration that we can stay one step ahead. #TogetherOneStepAhead #ClimateAction #EUCivilProtection eu_echo",VIDEO,2023-04-15 15:30:44 UTC,612,595,17,,795000,Instagram,0.076981132
European Commission,1090108724,18018657466556740,"There are pieces of the EU all around Europe. In 30 years, the Cohesion Fund has invested almost €179 billion in bridges, railways and so many other projects across our Union. Among many others, the Cohesion Fund has helped build the: ???? rail track Koper-Divača ???? hydroelectric powerplant in the dam of Alqueva. ???? Warsaw metro ???? tramway extension in Bratislava What EU funded project have you spotted in your region? ?? 1. The rail track between Koper and Divača, Slovenia, photo by DRI 2. The Dam of Alqueva, Portugal 3. The tramway extension in Bratislava, Slovakia, photographer Erik Žiak 4. Warsaw metro, photo by Warsaw metro #EuropeanUnion #EUFunds",CAROUSEL,2023-04-15 10:30:26 UTC,13991,13770,221,,795000,Instagram,1.759874214
European Commission,1090108724,17977992478986521,"We must protect Europe’s cultural heritage. ????️⛪ From ancient castles and stunning landscapes to historic monuments, these treasures are a testament to the rich history and diversity of our continent. This year’s 7 most endangered cultural heritage sites in Europe are: ???? Kortrijk Railway Station, Kortrijk, Belgium, ???? Partisan Memorial Cemetery, Mostar, Bosnia and Herzegovina, ???? Tchakvinji Fortress, Zugdidi, Georgia, ???? Sisters’ House Ensemble, former Moravian settlement in Kleinwelka, Germany, ???? Memento Park, Budapest, Hungary, ???? Cultural Landscape of Sveti Stefan, Paštrovići, Montenegro, ???? Watermills of Bistrica, Petrovac na Mlavi, Serbia. The selection of the sites is based not only on the level of threat or the value of the cultural heritage site, but also on the commitment of the local community, and therefore the potential to save it. We are proud to support EuropaNostraEU and the EuropeanInvestmentBank in running the 7 Most Endangered Programme, a civil society campaign aiming to shed light on and protect Europe’s collective cultural legacy. ?? Flickr: Europa Nostra 1. Cultural Landscape of Sveti Stefan, Paštrovići, Montenegro © Ivan Cucuk 2. Partisan Memorial Cemetery, Mostar, BOSNIA AND HERZEGOVINA © Urban house IDEAA (2022) 3. Kortrijk Railway Station, Kortrijk, BELGIUM © Flemish Association for Industrial Archaeology 4. Tchakvinji Fortress, Zugdidi, GEORGIA © City Hall of Zugdidi Municipality 5. Memento Park, Budapest, Hungary © Premier Press Kft. 6. Sisters’ House Ensemble, former Moravian settlement in Kleinwelka, GERMANY © C. Kumpe, Förderverein Schwesternhäuser e.V. 7. Watermills of Bistrica, Petrovac na Mlavi, SERBIA © Tourism Organisation of the Municipality of Petrovac na Mlavi #7MostEndangered #EuropeForCulture",CAROUSEL,2023-04-14 15:30:29 UTC,2956,2916,40,,795000,Instagram,0.371823899
