Fanpage,Page_Id,Post_Id,Message,Type,Date,Reactions,Likes,Comments,Shares,Fans,Page,ER
European Commission,107898832590939,107898832590939_598150455683421,"?? Up to 37 million tons of plastic waste is expected to enter the ocean annually by 2040. Do you still think waste sorting is a loss of time? On the International day of Zero Waste, let’s have a look at what waste means: ?? nearly 30% of the world's agricultural land is occupied to produce food that is never consumed, ?? between 2 and 8% of the world’s greenhouse gas emissions are produced by the textile sector, ?? 2.24 billion tons of municipal solid waste annually produced by humanity. But we are united to fight these global challenges. How? ?? With the Right to Repair initiative, aiming at reducing waste and allowing consumers to achieve considerable savings, ?? with the rule on single-use plastic products, which tackles their disseminations, ?? with the Farm to Fork strategy, aiming at creating a sustainable food system. Reducing our waste will allow us to save money, preserve resources, and protect the planet. Let's make every day a #ZeroWasteDay! #ReduceReuseRecycle #EuropeanUnion",photo,2023-03-30 09:00:00 UTC,605,430,106,69,1400000,Facebook,0.043214286
European Commission,107898832590939,107898832590939_598223309009469,"For prosperity, For peace, For Good. We will soon mark 25 years of the #GoodFridayAgreement! ??️ The Good Friday (Belfast) Agreement was signed on 10 April 1998, offering a political solution to end the 30 years of bloody conflicts in Northern Ireland. After a quarter of a century of peace, we recently renewed our commitment to maintaining peace and prosperity with the Windsor Framework. A new chapter in EU-UK relations, the Windsor Framework will preserve peace by avoiding a hard border on the island, while also protecting the integrity of the EU’s Single Market. The UK may have left our Union, but peace remains the European promise. Together, we will keep working for reconciliation in Northern Ireland for the next 25 years and far beyond. ???? ???? ????",photo,2023-03-29 18:30:05 UTC,1416,1002,252,162,1400000,Facebook,0.101142857
European Commission,107898832590939,107898832590939_1420362355436552,"European companies are leaders in net-zero innovation. But manufacturing often moves outside Europe, China being the largest producer of all mass-manufactured clean tech. Our Net Zero Industry Act aims to keep European companies in Europe. Speech by President von der Leyen in the European Parliament ⬇️",video,2023-03-29 17:33:41 UTC,3242,2039,976,227,1400000,Facebook,0.231571429
European Commission,107898832590939,107898832590939_597532179078582,"More than 2,000 Ukrainian patients have been transferred to receive specialised care in hospitals across Europe via the EU Civil Protection Mechanism. Russia's targeting of Ukrainian hospitals and healthcare facilities has deprived chronically ill or injured patients of critical treatments. Since the early days of this brutal war of aggression, we have organised medical evacuations of Ukrainian patients to relieve the immense pressure on Ukraine's healthcare system. ▶ 20 European countries have shown their solidarity and treated them in their hospitals: ????, ????, ????, ????, ????, ????, ????, ????, ????, ????, ????, ????, ????, ????, ????, ????, ????, ????, ????, and ????. ▶ Last January, we opened the EU Medevac Hub in ???? Rzeszów to provide 24/7 assistance and scale up our medical evacuation operations. Our support to Ukraine – and its most vulnerable patients – is here to stay. #StandWithUkraine #EUSolidarity",photo,2023-03-28 15:30:00 UTC,2949,2084,558,307,1400000,Facebook,0.210642857
European Commission,107898832590939,107898832590939_597109512454182,"?? Attention all young travelers! There's only ONE DAY LEFT to apply for a free #DiscoverEU travel pass. If you're a citizen or legal resident of ???? ???? ???? ???? ???? ???? ???? and born between 1 July 2004 and 30 June 2005, this is your chance to explore Europe and make unforgettable memories. Don't miss out on this amazing opportunity to travel and discover the beauty and diversity of our continent. ?? Apply now on the official Discover EU website and get ready for your next adventure: https://youth.europa.eu/discovereu_en",photo,2023-03-28 09:30:00 UTC,603,425,97,81,1400000,Facebook,0.043071429
European Commission,107898832590939,107898832590939_597047112460422,"?? Europe currently depends on imports for many net-zero technologies. From wind turbines to batteries, Europe's green transition relies on these technologies to harvest and store the renewable energy needed to power our lives. We propose the Net-Zero Industry Act to create the right conditions to attract investment and seek to produce at least 40% of the net-zero technologies Europe needs by 2030. We will scale up the development and production of clean tech by: ?? Fostering investment with simpler and more predictable permitting processes. ?? Boosting demand for net-zero technologies by encouraging the inclusion of sustainability criteria in public procurement. ?? Supporting innovation with regulatory sandbox testing of new technologies. ?? Promoting skills for the net-zero technology industry via Net-Zero Industry Academies. ??Building international partnerships to promote the adoption of net-zero technologies globally. Let's seize the many industrial opportunities net-zero tech has to offer. Discover how we want to lead the clean tech transition in this #EUDataCrunch ?? ??© Adobe stock #EUGreenDeal #EUIndustrialStrategy",photo,2023-03-27 15:30:03 UTC,969,634,245,90,1400000,Facebook,0.069214286
European Commission,107898832590939,107898832590939_596946419137158,"What is essential is invisible to the eye… Except for books! ?? Today we celebrate European authors and their breathtaking stories that have stayed with our hearts since our childhood. And what great diversity we have in our Union! 27 literatures, full of magical tales, poignant dramas and thrilling endings. It is also a great opportunity to share your favourite author and books and to discover thousands of new ones from your fellow Europeans! So, which one would you pick? Creative Europe #ReadWithEurope #EuropeanUnion",photo,2023-03-27 10:50:07 UTC,644,438,140,66,1400000,Facebook,0.046
European Commission,107898832590939,107898832590939_595378655960601,"Destruction, massacres, and terror. Russia's brutal war of aggression against Ukraine has left many indelible scars. Yet, the documented deportation of 16,200 innocent children stands out for its wickedness. Their abduction and change of status – including nationality – are horrible reminders of the darkest time of our history, a blatant violation of human rights and international law. In partnership with Ukraine and Poland, we are stepping up our efforts to help find these Ukrainian children by: - holding a conference to build up international pressure and take all possible measures to establish their whereabouts; - assisting UN bodies and international organisations in gathering further information on deported children, including those adopted or transferred to Russian foster families. All these children must be brought back to their homes in Ukraine. There will be #noimpunity for this crime.",photo,2023-03-26 15:30:00 UTC,2014,1243,491,280,1400000,Facebook,0.143857143
European Commission,107898832590939,107898832590939_595569805941486,"From ensuring a fair and open single market to support Ukraine and exploring new opportunities in trade EU-US, EU leaders had a full agenda at #EUCO this week. Their main takeaways from the summit: ???????????????? They reaffirmed their support for Ukraine including a new initiative to return abducted Ukrainian children and provide military assistance. ????????????????????????????????, ???????????? ???????????? ?????? ?????????????? The EU Green Deal Industrial Plan is essential to boosting competitiveness and productivity, and EU leaders agreed to prioritize it. They aim to invest in infrastructure, research and development and strengthen supply chains through trade agreements. ?? ????-???? ?????????? EU leaders addressed concerns about access to the US market for EU leased electric vehicles and the treatment of critical raw materials. They also agreed to launch a dialogue on clean tech subsidies. #StandWithUkraine #SingleMarket #EuropeanUnion",photo,2023-03-26 10:30:00 UTC,1827,1311,352,164,1400000,Facebook,0.1305
European Commission,107898832590939,107898832590939_596060499225750,"The lights are off tonight at our headquarters, in support of #EarthHour. Our homes, workplaces and public buildings are responsible for 40% of the energy consumed in Europe. The world's largest environmental movement Earth Hour reminds us that small actions can make a great difference for our planet. With the #EUGreenDeal, we are taking action to promote energy efficiency and achieve energy savings in the fight against climate change. Turn your lights off and join us! #EarthHour2023",photo,2023-03-25 21:54:48 UTC,1385,1133,168,84,1400000,Facebook,0.098928571
European Commission,107898832590939,107898832590939_595563972608736,"In times of tragedy, solidarity is our strongest response. That is why Team Europe pledged a total of €3.6 billion for the people in Türkiye and Syria at the International Donors' Conference held in Brussels on the 20 March. Thanks to contributions from the international community, we have raised an impressive €7 billion for those in need. While we have already achieved a lot, we know there is still much to do. This is just the beginning of a long process, but we will continue our efforts to support those who need it most. #TogetherForTürkiye #TogetherForSyria",video,2023-03-25 15:30:00 UTC,639,450,113,76,1400000,Facebook,0.045642857
European Commission,107898832590939,107898832590939_595765602588573,"People in Türkiye and Syria have our support. A total of €7 billion was pledged on 20 March at the International Donors' Conference that we co-hosted for the people in Türkiye and Syria. Team Europe’s pledge of €3.6 billion represents more than 50% of the total pledge, including: ???? €1.1billion from the European Commission, ?? €500 million from EU countries, ?? €500 million from the European Investment Bank, ?? 1.5 billion from the European Bank for Reconstruction and Development. In the coming weeks, months, and years, we will continue to work together to support those affected. Learn more with our #EUDataCrunch ?? #TogetherForTürkiye #TogetherForSyria #TeamEurope",photo,2023-03-25 10:00:03 UTC,860,662,127,71,1400000,Facebook,0.061428571
European Commission,107898832590939,107898832590939_595249862640147,"We know that 16,200 children have been deported to Russia. Only 300 have returned so far. The case of abducted Ukrainian children is a horrible reminder of the darkest times of our history. ???????? ???? ?? ?????? ??????????. These criminal actions completely justify the arrest warrants issued by the International Criminal Court. In partnership with the Ukrainian authorities and the Polish Prime Minister Morawiecki, we have launched an initiative aiming at bringing back these children. We will also organise a conference to pull together international pressure to take all possible measures to establish the whereabouts of these children. There will be no impunity. #StandWithUkraine",video,2023-03-24 12:05:17 UTC,5353,2810,1875,668,1400000,Facebook,0.382357143
European Commission,107898832590939,107898832590939_594837782681355,"Torture, ill-treatment, sexual violence, and summary executions are known to have been committed by Russian forces. Not even children are being spared. On the international day for the right to the truth, our thoughts are with the victims of human rights violations and their families, and our determination remains steadfast in holding Russia accountable for these horrific crimes. We are doing everything in our power to bring the perpetrators to justice. Just one year ago, Eurojust coordinated the creation of a joint investigation team on crimes committed in Ukraine to enquire on Russia’s actions. The European Union is also supportive of the role of the International Criminal Court. And we believe that there needs to be a dedicated tribunal to prosecute Russia's crime of aggression. We stand united for justice for Ukraine. Justice will prevail. #RightToTruth #EuropeanUnion",photo,2023-03-24 09:30:00 UTC,1441,876,422,143,1400000,Facebook,0.102928571
European Commission,157981564,1649114820006780929,"RT @vonderleyen: Very good exchange with @POTUS Biden on strategic matters for EU-US, including: - relations with China, need for peace &amp;…",status,2023-04-20 21:16:26 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1649096673384353793,RT @vonderleyen: I welcome today’s vote in @Europarl_EN on the Pact on Migration and Asylum. The best response we can have on migration is…,status,2023-04-20 20:04:20 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1649090206748819456,"?????????? Today, Ukraine becomes a Participating State of the #EUCivilProtection Mechanism. We are also allocating a further €55M in humanitarian funding to Ukraine, preparing for next winter. With this further step closer to EU integration, we continue to #StandWithUkraine.",status,2023-04-20 19:38:38 UTC,563,323,9,126,1800000,Twitter,0.031277778
European Commission,157981564,1649084225558134789,RT @vonderleyen: Thank you @POTUS and @ClimateEnvoy for your leadership on climate action. Today I would like to launch an initiative for…,status,2023-04-20 19:14:52 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1649051594800123905,"The EU is becoming one of the first jurisdictions in the world to introduce comprehensive rules on crypto-assets: Today, @Europarl_EN gave its final green light to EU market rules on crypto-assets, customer protection, financial stability and innovation. #DigitalFinanceEU #MiCA https://t.co/NJUPOpPipk",status,2023-04-20 17:05:12 UTC,182,96,8,47,1800000,Twitter,0.010111111
European Commission,157981564,1649042737587519488,"Since 2013, the European Heritage Label safeguards historic sites, which are milestones in the creation of today’s EU. They celebrate and symbolise ideals, values and integration, bringing the European Union and its citizens closer together. Learn more ↓",status,2023-04-20 16:30:01 UTC,69,46,1,15,1800000,Twitter,0.003833333
European Commission,157981564,1649029379769475073,Hybrid threats are a growing problem for the EU and its citizens. A new report by our Joint Research Centre provides policymakers with concrete recommendations to counter even complex hybrid threats in an efficient and coordinated way. Learn more → https://t.co/NFvZSy9Ste https://t.co/MXOp44Tqei,status,2023-04-20 15:36:56 UTC,155,84,2,36,1800000,Twitter,0.008611111
European Commission,157981564,1649009907939549185,"Visa-free travel for Kosovo becomes reality on 1 January 2024 at the latest. Passport holders from Kosovo will be able to travel to the EU without visa for max. 90 days in any 180-day period. With this achievement, all Western Balkan partners will soon have visa-free ???? access.",status,2023-04-20 14:19:33 UTC,378,256,8,67,1800000,Twitter,0.021
European Commission,157981564,1648999156374024192,???? Naredimo jo resnično! Slovenia has received the first payment under the Recovery and Resilience Facility. We’ve disbursed €50 million in grants to support its reforms and transitions towards a green and digital future. More info: https://t.co/sMGLXFMPm1 #NextGenerationEU https://t.co/pm0WvaIfnj,status,2023-04-20 13:36:50 UTC,42,32,0,8,1800000,Twitter,0.002333333
European Commission,157981564,1648997915631706112,"???? Today, Austria received a first payment of €700 million under the Recovery and Resilience Facility of #NextGenerationEU. The payment has been possible thanks to Austria’s fulfilment of the 44 milestones and targets outlined in its plan. More info: https://t.co/sMGLXFMPm1 https://t.co/nIgCyUApPO",status,2023-04-20 13:31:54 UTC,67,45,2,18,1800000,Twitter,0.003722222
European Commission,157981564,1648997430950608896,"The transformative reforms throughout EU countries are essential to modernise and strengthen our European Union. Two years after its adoption, we bring you the latest updates of the week on the key instrument at the heart of #NextGenerationEU ↓ https://t.co/a6PYfNhYMr",status,2023-04-20 13:29:59 UTC,235,124,9,43,1800000,Twitter,0.013055556
European Commission,157981564,1648952137517518849,Almost 90 million people with disabilities live in ???? The European Disability Card will help recognise their rights across the EU and facilitate their mobility. Tell us what you think in the public consultation and help shape the future of #EUDisabilityRights ↓ #EUHaveYourSay,status,2023-04-20 10:30:00 UTC,366,204,12,74,1800000,Twitter,0.020333333
European Commission,157981564,1648937289383567361,"""For the first time in decades, large-scale war is back in Europe. The EU and the UK are in this together: We want to uphold ???? sovereignty and territorial integrity. We want Russia's aggression to fail. We want to restore peace in Europe."" — President @vonderleyen in Belfast https://t.co/O0Ge78p7w6",status,2023-04-20 09:31:00 UTC,1694,544,57,151,1800000,Twitter,0.094111111
European Commission,157981564,1648712189262405633,"While history shapes people, people can also shape history. The people of Northern Ireland have shaped a new history. The Belfast/Good Friday Agreement ended decades of violence. Today, President @vonderleyen paid tribute to its architects in Belfast.",status,2023-04-19 18:36:32 UTC,270,154,4,68,1800000,Twitter,0.015
European Commission,157981564,1648688666519252992,"RT @vonderleyen: 25 years ago, the leaders and people of Northern Ireland decided to plant a seed in soil previously stained with blood and…",status,2023-04-19 17:03:03 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1648680758817562624,"AR, VR – virtual worlds are a reality. This weekend the European Citizens' Virtual Worlds Panel will meet in Brussels to turn their ideas on metaverses into recommendations to take forward. Help the panel and have your say by filling out our survey. ️↓ #VirtualWorldsEU",status,2023-04-19 16:31:38 UTC,110,63,1,27,1800000,Twitter,0.006111111
European Commission,157981564,1648666933414223873,"RT @vonderleyen: With the Good Friday (Belfast) Agreement, leaders of Northern Ireland, Ireland and the UK put an end to decades of violenc…",status,2023-04-19 15:36:42 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1648648347731861505,"Today, we've launched the Public Buyers Community Platform to facilitate cooperation and knowledge-sharing between public buyers across ????. The launch is a significant step towards achieving our goals of promoting transparency, fairness and competition in public procurement. ↓",status,2023-04-19 14:22:51 UTC,81,51,2,22,1800000,Twitter,0.0045
European Commission,157981564,1648627545175216128,?? Our nature. ?? Our biodiversity. ?? Our responsibility. We have launched the #EULife23 Call: €611 million are available for your #LIFEprojects proposals on environmental and climate action solutions. Apply now ↓ #EUGreenDeal,status,2023-04-19 13:00:11 UTC,187,122,4,36,1800000,Twitter,0.010388889
European Commission,157981564,1648589751333650432,"At the heart of the €800 billion #NextGenerationEU plan, the Recovery and Resilience Fund has been a vital instrument in rebuilding our economies after the COVID-19 pandemic. Two years after its adoption, it remains a central driver of the EU’s green and digital transformation.",status,2023-04-19 10:30:00 UTC,212,114,5,49,1800000,Twitter,0.011777778
European Commission,157981564,1648574651818455040,"Putin must be held accountable for his crimes. For the first time in history, the @IntlCrimCourt has issued an arrest warrant for a leader of a permanent member of the UN Security Council. There will be no escape for the perpetrator and his henchmen. #StandWithUkraine",status,2023-04-19 09:30:00 UTC,6072,4255,63,979,1800000,Twitter,0.337333333
European Commission,157981564,1648358663596253184,RT @vonderleyen: I very much welcome the political agreement on the #EUChipsAct   The #EUChipsAct will allow for a competitive chips indust…,status,2023-04-18 19:11:45 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1648356427210059778,We welcome the political agreement reached today by the @Europarl_EN and the EU countries on the #EUChipsAct. This paves the way to ensure Europe’s digital sovereignty and will ensure that we reach our objective to double our global market share by 2030 to 20%. #DigitalEU https://t.co/DkzSqL1Ymt,status,2023-04-18 19:02:51 UTC,161,91,2,46,1800000,Twitter,0.008944444
European Commission,157981564,1648346899273900034,Be part of the #NewEuropeanBauhaus movement: We are calling for projects to: ??support the sustainable reconstruction of Ukrainian cities that have suffered the Russian destruction ??foster sustainable construction skills in Europe #EUGreenDeal #StandWithUkraine,status,2023-04-18 18:25:00 UTC,159,84,2,40,1800000,Twitter,0.008833333
European Commission,157981564,1648340623005560832,"Strong banks are vital for the EU economy. As we complete the #BankingUnion, we're proposing reforms to protect financial stability and prevent bank failures. This means that any bank can exit the market smoothly, benefiting taxpayers, financial stability &amp; depositors. #CMDI",status,2023-04-18 18:00:03 UTC,111,63,5,32,1800000,Twitter,0.006166667
European Commission,157981564,1648334540178325506,Today we mark the registration of 1⃣0⃣0⃣ European Citizens’ Initiatives – a remarkable achievement for direct democracy. Stay informed and involved by exploring the ongoing initiatives on the ECI website. #EUTakeTheInitiative,status,2023-04-18 17:35:53 UTC,118,68,5,35,1800000,Twitter,0.006555556
European Commission,157981564,1648332205343535107,"We also present a Cybersecurity Skills Academy to help increase the number of skilled cybersecurity professionals in the EU. It will bring together private and public initiatives on cybersecurity skills, making them more visible and helping close the cybersecurity talent gap. https://t.co/3CyrYVLoYX",status,2023-04-18 17:26:36 UTC,66,43,0,20,1800000,Twitter,0.003666667
European Commission,157981564,1648328913817411586,"The proposal introduces a: → European Cyber Shield, an infrastructure of Security Operations Centres across the EU → Cyber Emergency Mechanism to strengthen preparedness to cybersecurity threats → Cybersecurity Incident Review Mechanism to assess significant incidents https://t.co/Zs6u5dKRul",status,2023-04-18 17:13:32 UTC,71,46,2,18,1800000,Twitter,0.003944444
European Commission,157981564,1648328858695786497,"RT @vonderleyen: We step up EU solidarity to better detect, prepare and respond to cyber threats with the Cyber Solidarity Act: → a Cyber…",status,2023-04-18 17:13:19 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1648327680985636869,"It is essential for Europe to invest in and strengthen its cybersecurity capabilities. The Cyber Solidarity Act proposal aims to reinforce the EU’s coordinated actions to detect, prepare for and effectively respond to growing cybersecurity threats and incidents. ↓ #DigitalEU",status,2023-04-18 17:08:38 UTC,267,167,12,75,1800000,Twitter,0.014833333
European Commission,157981564,1648313946254745600,"A digital Europe needs to lead both in technology and in education. Today, we adopted two proposals to enable governments and educators to provide high-quality, inclusive and accessible digital education and training to all European citizens. #EuropeanYearOfSkills Learn more ↓",status,2023-04-18 16:14:03 UTC,198,116,10,40,1800000,Twitter,0.011
European Commission,157981564,1648306441697083393,"From biotech to AI: Deep tech accounts for over a quarter of Europe's start-up ecosystem. Yet women remain largely underrepresented across this industry. Last week, we announced a list of 134 female-led deep tech companies to be supported under the 2nd edition of #WomenTechEU.",status,2023-04-18 15:44:14 UTC,107,80,1,18,1800000,Twitter,0.005944444
European Commission,157981564,1648271018388074497,"RT @vonderleyen: 2 years ago we presented the laws to deliver the #EUGreenDeal With today’s votes, we reach another milestone. I want to…",status,2023-04-18 13:23:28 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1648256517903187968,"Like the design of the Las Setas building in Seville, algorithms are complex structures that shape our online experience. This is what we are working on at the European Centre for Algorithmic Transparency. We want to make the online experience safer for all. #DigitalEU",status,2023-04-18 12:25:51 UTC,361,226,17,93,1800000,Twitter,0.020055556
European Commission,157981564,1648226131718406149,RT @vonderleyen: In the last decades China has become an economic powerhouse and a key global player. It is now reducing its dependency on…,status,2023-04-18 10:25:07 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1648212261763448833,"This week, the #vdLCommission meets to discuss: ?? Cybersecurity in the EU ?? Digital skills in education and training ?? Bank crisis management https://t.co/C4J7GzrgzJ",status,2023-04-18 09:30:00 UTC,142,88,2,39,1800000,Twitter,0.007888889
European Commission,157981564,1647985773092716544,"The EU budget is not a zero-sum game. Everybody wins from EU membership, enjoying borderless travel, roaming calls or a coordinated response to the different challenges the EU faces. Find out the facts about how the EU budget works and how it benefits you directly. ↓",status,2023-04-17 18:30:01 UTC,244,151,4,59,1800000,Twitter,0.013555556
European Commission,157981564,1647978920229076993,"Ukrainian cultural heritage is at risk. We remain fully by Ukraine’s side in protecting cultural heritage. If you're an expert in preserving cultural heritage, join us to safeguard Ukraine's history ????. Apply by April 25 → https://t.co/d1xTpRpZ3w #StandWithUkraine",status,2023-04-17 18:02:47 UTC,618,408,6,113,1800000,Twitter,0.034333333
European Commission,157981564,1647962513131151360,RT @vonderleyen: Congratulations @kajakallas for your new term as Estonian Prime Minister. We will continue to work together to end Russi…,status,2023-04-17 16:57:35 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1647957303700668418,"""The European Union strongly condemns the sentencing of Vladimir Kara-Murza. This is yet another demonstration by Russian authorities of the political misuse of judiciary. We call on Russia to immediately release all those imprisoned for politically motivated charges.""",status,2023-04-17 16:36:53 UTC,909,567,24,179,1800000,Twitter,0.0505
European Commission,157981564,1647911051579609092,"????Today, we adopted new EU rules to reduce the ‘standby’ consumption of electrical appliances. The revised rules are estimated to amount to annual savings of €530 million for consumers, as well as annual CO2 savings of 1.36 million tonnes of CO2 equivalent by 2030. ↓",status,2023-04-17 13:33:06 UTC,489,315,19,110,1800000,Twitter,0.027166667
European Commission,157981564,1647863497676537856,We want to contribute to smooth travel across EU borders. That’s why we've launched a public consultation on the digitalisation of travel documents and the facilitation of travel. The contributions will help establish a uniform standard in the Schengen area. #EUHaveYourSay,status,2023-04-17 10:24:08 UTC,459,242,20,98,1800000,Twitter,0.0255
European Commission,157981564,1647663802635223041,"RT @vonderleyen: Warm Easter wishes to the Ukrainian people. As light overcomes darkness, you will prevail. We stand with you as long as…",status,2023-04-16 21:10:37 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1647616839017725955,"The next step on our journey to net-zero emissions will be the proposal of intermediate targets for 2040. We need to create a predictable environment to guide citizens’, investment, and political decisions. And you can help to shape it ?? https://t.co/iTPRPoZViu #EUHaveYourSay https://t.co/nIiSWYptLd",status,2023-04-16 18:04:00 UTC,338,206,12,71,1800000,Twitter,0.018777778
European Commission,157981564,1647585636256235521,"The EU will be the first region worldwide to have a driving licence that works across borders: ?? it will be accessible through a mobile phone, and ?? would be recognised throughout the EU. This would make it easier to replace, renew or exchange a driving licence at EU level. https://t.co/y90Pe08qBX",status,2023-04-16 16:00:01 UTC,798,515,23,167,1800000,Twitter,0.044333333
European Commission,157981564,1647551422349574145,"You??: I still remember that cell phone. And do you also remember how much it costs to call another EU country?: ??EU With our roaming legislation extended for 10 more years, Europeans can continue calling with the same conditions as at home. #EURoaming https://t.co/T3QwZBBTgF",status,2023-04-16 13:44:03 UTC,625,448,16,105,1800000,Twitter,0.034722222
European Commission,157981564,1647496042831659010,Russia's war of aggression has wreaked havoc on the lives of the people of Ukraine. Our support has been unwavering. And people across Europe have taken action to offer Ukrainians unconditional help and assistance. Discover how ⬇ #StandWithUkraine,status,2023-04-16 10:04:00 UTC,1076,604,10,151,1800000,Twitter,0.059777778
European Commission,157981564,1647253458913837057,"All Ukrainian refugees considered temporary residents in the EU have the right to open a bank account. With a basic bank account, refugees can have access to basic services that we all need in our daily lives. ???????? https://t.co/a5snk6uLPe #StandWithUkraine https://t.co/WlPL9WpLvQ",status,2023-04-15 18:00:03 UTC,381,262,7,68,1800000,Twitter,0.021166667
European Commission,157981564,1647223252517892098,"How competitive is your region? Find out in the Regional Competitiveness Index interactive tool. The revised index will allow us to draw better policies, which can provide attractive and sustainable living conditions for citizens in Europe’s regions. ↓",status,2023-04-15 16:00:01 UTC,309,204,7,60,1800000,Twitter,0.017166667
European Commission,157981564,1647178198726361091,Climate change is affecting countries in the EU and worldwide. Find out more about what the EU is doing to prepare for climate risks and how the #EUCivilProtection Mechanism helps respond to wildfires/floods/tropical storms and other disasters. #TogetherOneStepAhead @eu_echo https://t.co/SdKiFLH3Lo,status,2023-04-15 13:01:00 UTC,216,110,5,47,1800000,Twitter,0.012
European Commission,157981564,1647147751145177089,"The EU is all around you. In bridges, metros, airports, high-speed trains, and so much more. In 30 years, the Cohesion Fund has invested almost €179 billion in many projects in our Union. It has helped to create a more level playing field in the EU.",status,2023-04-15 11:00:01 UTC,475,344,7,75,1800000,Twitter,0.026388889
European Commission,157981564,1647133151758544897,"Are you changing to summer tyres on your car? The EU energy label highlights the tyre's performance on issues relating to fuel efficiency, safety and noise. Learn more to make an informed purchase decision when replacing the tyres ???? https://t.co/R6kHzUm5Kb https://t.co/EyY37UQopk",status,2023-04-15 10:02:00 UTC,327,209,4,69,1800000,Twitter,0.018166667
European Commission,157981564,1646894931380715523,Breaking barriers and boosting innovation: 134 female-led deep-tech companies were funded under the 2nd edition of #WomenTechEU. The companies selected will contribute to enhancing the quality of life for the citizens of the EU and beyond. #HorizonEU,status,2023-04-14 18:15:24 UTC,198,121,3,46,1800000,Twitter,0.011
European Commission,157981564,1646875667894501381,The EU will continue to spearhead efforts to ensure accountability by: ?? collecting evidence ?? bringing prosecutors together ?? setting up an International Coordination Centre for the Prosecution of the Crime of Aggression ?? supporting the creation of a dedicated tribunal,status,2023-04-14 16:58:51 UTC,455,344,0,80,1800000,Twitter,0.025277778
European Commission,157981564,1646875436217933825,"Putin must be held accountable for his crimes. For the first time in history, the @IntlCrimCourt has issued an arrest warrant for a leader of a permanent member of the UN Security Council. There will be no escape for the perpetrator and his henchmen. #StandWithUkraine https://t.co/0jxp5SfXOH",status,2023-04-14 16:57:56 UTC,5880,4132,69,997,1800000,Twitter,0.326666667
European Commission,157981564,1646855757004931074,"Russia’s war of aggression blocked Ukraine’s key transport routes. Since May 2022, our Solidarity Lanes have been transporting essential goods such as fuel, grain &amp; humanitarian aid where they need to go–via rail, road and inland waterways. Watch #SolidarityLanes in action ↓ https://t.co/Dv70E4oMPQ",status,2023-04-14 15:39:44 UTC,321,205,5,62,1800000,Twitter,0.017833333
European Commission,157981564,1646814764369059840,"Ukrainian cultural heritage remains under considerable threat of further destruction and damage. If you're an expert in preserving cultural heritage, join us in safeguarding Ukraine's heritage ???? before 25 April. More info → https://t.co/d1xTpRpZ3w #StandWithUkraine",status,2023-04-14 12:56:50 UTC,380,215,9,88,1800000,Twitter,0.021111111
European Commission,157981564,1646770927718236160,"In 2020, EU exports to Japan went up by 6.6% compared to the same period the year before. Japan is the EU’s second-biggest trading partner in Asia. The Agreement is the bedrock of ???????? trade relations and forms the cornerstone of a strong political relationship. #EUTrade https://t.co/KBDOH6CVkr",status,2023-04-14 10:02:39 UTC,125,92,0,26,1800000,Twitter,0.006944444
European Commission,157981564,1646770528470937601,"???????? The EU-Japan trade agreement works. In 2022, trade between the EU and Japan grew by 13.4% thanks to our Economic Partnership Agreement. In 2021, trade in goods between the two partners already recovered to pre-pandemic levels thanks to the Agreement. ↓",status,2023-04-14 10:01:04 UTC,557,388,13,131,1800000,Twitter,0.030944444
European Commission,157981564,1646515442499088388,"If you are fleeing the war in Ukraine and coming to the EU, you can find information on our webpage about: ??Travel ??Children protection ?? Education ??Healthcare ??Jobs ??Housing ??Safety ??#StandWithUkraine ➞ https://t.co/3OcBx2LM73",status,2023-04-13 17:07:26 UTC,255,166,5,57,1800000,Twitter,0.014166667
European Commission,157981564,1646490911461855232,Russia’s war crimes will not go unpunished. We are determined to ensure that the perpetrators of the barbaric acts committed during this invasion will pay for their crimes and that Russia will be held accountable for the crime of aggression. https://t.co/1TzwO3lLDa,status,2023-04-13 15:29:58 UTC,1202,637,20,177,1800000,Twitter,0.066777778
European Commission,157981564,1646475683156090880,"Solidarity with Ukraine has no borders. 169 generators have arrived in Ukraine from Australia, coordinated via the #rescEU energy hub in Poland. To date, ???? has coordinated some 3,000 power generators to Ukraine via donations and own reserves. #StandWithUkraine",status,2023-04-13 14:29:27 UTC,692,485,13,127,1800000,Twitter,0.038444444
European Commission,157981564,1646459136786198530,RT @JosepBorrellF: Deeply shocked by the brutal video of decapitation of a Ukrainian prisoner of war. It is a despicable breach of the Gene…,status,2023-04-13 13:23:42 UTC,0,,,,1800000,Twitter,0
